CustomerID,Age,Gender,Income,Tenure,Number_of_Products,Activity_Score,Churn
CUST_003821,31,Female,25863,8.6,7,38.7,Yes
CUST_003822,35,Female,24703,9.6,5,100.0,No
CUST_003823,26,Female,20000,5.5,2,45.4,Yes
CUST_003824,39,Male,35666,8.7,3,79.8,No
CUST_003825,25,Female,24085,5.1,7,100.0,Yes
CUST_003826,37,Male,91638,4.4,4,59.5,No
CUST_003827,40,Male,58939,8.9,4,100.0,No
CUST_003828,31,Female,20000,4.0,1,27.8,Yes
CUST_003829,47,Male,46649,2.8,1,41.6,No
CUST_003830,35,Male,20000,8.0,5,100.0,No
CUST_003831,35,Female,20000,4.9,2,61.3,Yes
CUST_003832,41,Female,20000,10.8,4,35.6,Yes
CUST_003833,38,Female,20000,4.3,1,93.4,Yes
CUST_003834,35,Male,38243,9.6,3,100.0,No
CUST_003835,23,Male,22172,1.4,1,53.7,Yes
CUST_003836,37,Female,30390,4.5,5,40.2,Yes
CUST_003837,21,Female,20000,2.1,1,56.7,Yes
CUST_003838,28,Male,20000,5.7,1,100.0,Yes
CUST_003839,24,Female,20000,2.6,3,14.3,Yes
CUST_003840,38,Male,20000,11.3,2,100.0,Yes
CUST_003841,30,Female,20000,6.2,4,51.5,Yes
CUST_003842,36,Male,24190,6.3,3,51.7,Yes
CUST_003843,25,Male,29073,2.4,1,97.0,Yes
CUST_003844,28,Female,20000,4.3,2,21.5,Yes
CUST_003845,25,Female,28092,1.6,1,27.2,Yes
CUST_003846,53,Female,40750,7.7,1,21.9,No
CUST_003847,27,Female,25193,2.5,1,58.1,Yes
CUST_003848,28,Female,20000,5.3,3,32.3,Yes
CUST_003849,48,Male,20268,2.1,2,26.8,Yes
CUST_003850,37,Female,27765,3.9,3,26.3,Yes
CUST_003851,39,Female,20000,6.2,2,67.6,Yes
CUST_003852,28,Male,29825,8.4,5,20.3,No
CUST_003853,38,Male,20000,5.6,4,84.7,Yes
CUST_003854,30,Female,26648,7.3,1,30.1,Yes
CUST_003855,38,Male,37437,6.7,4,31.2,Yes
CUST_003856,42,Male,27148,8.3,5,100.0,No
CUST_003857,32,Female,20000,6.1,4,25.5,Yes
CUST_003858,51,Female,20000,9.4,1,98.0,No
CUST_003859,40,Female,20000,5.3,5,100.0,No
CUST_003860,33,Male,28947,6.5,5,59.1,No
CUST_003861,59,Male,25633,1.6,3,90.0,Yes
CUST_003862,22,Male,20000,0.6,2,79.5,No
CUST_003863,27,Female,26066,2.3,3,69.6,Yes
CUST_003864,40,Female,20000,6.6,3,44.0,Yes
CUST_003865,36,Male,20479,9.4,4,53.9,Yes
CUST_003866,19,Female,20000,0.5,2,54.0,Yes
CUST_003867,33,Female,20000,5.6,3,52.4,No
CUST_003868,41,Female,20000,11.4,2,100.0,No
CUST_003869,34,Male,78850,6.1,8,100.0,No
CUST_003870,48,Female,35652,13.4,8,100.0,No
CUST_003871,29,Female,20000,1.0,2,52.4,Yes
CUST_003872,52,Male,49232,2.8,3,29.9,No
CUST_003873,31,Male,20000,2.1,1,54.7,Yes
CUST_003874,42,Male,52679,5.5,1,96.9,No
CUST_003875,29,Male,20000,5.8,7,100.0,No
CUST_003876,60,Female,30246,11.6,6,100.0,No
CUST_003877,29,Female,61868,2.8,8,100.0,No
CUST_003878,47,Male,21629,0.8,1,36.2,Yes
CUST_003879,34,Female,57416,8.8,8,14.0,No
CUST_003880,57,Male,26982,6.0,4,100.0,No
CUST_003881,26,Male,20244,0.5,2,79.2,No
CUST_003882,41,Female,20000,1.3,1,50.0,Yes
CUST_003883,57,Female,56682,10.3,2,48.9,No
CUST_003884,35,Female,20000,9.3,4,45.2,Yes
CUST_003885,37,Female,61098,4.6,3,89.4,No
CUST_003886,32,Female,20000,4.4,2,39.2,Yes
CUST_003887,20,Male,20000,0.7,1,55.5,Yes
CUST_003888,23,Female,33840,3.1,2,100.0,No
CUST_003889,44,Male,23784,4.0,5,100.0,No
CUST_003890,31,Female,25697,8.3,4,100.0,No
CUST_003891,27,Female,20000,2.5,6,74.7,Yes
CUST_003892,69,Female,32351,5.4,1,73.0,No
CUST_003893,24,Male,24925,2.7,3,55.1,Yes
CUST_003894,30,Female,52163,5.3,4,48.7,No
CUST_003895,19,Female,20000,0.2,1,27.0,Yes
CUST_003896,24,Male,24510,0.6,2,64.7,Yes
CUST_003897,42,Female,45181,2.8,2,22.8,No
CUST_003898,33,Female,23175,6.7,2,100.0,No
CUST_003899,41,Female,42084,1.3,2,100.0,No
CUST_003900,50,Female,92176,3.3,3,53.4,No
CUST_003901,30,Female,22354,4.5,2,31.9,Yes
CUST_003902,24,Female,40132,2.8,2,37.6,No
CUST_003903,35,Female,29917,1.5,4,100.0,No
CUST_003904,37,Male,36184,1.1,4,56.0,No
CUST_003905,39,Male,34155,1.3,1,13.9,Yes
CUST_003906,62,Male,49557,4.4,4,100.0,No
CUST_003907,60,Male,47217,2.0,2,81.2,No
CUST_003908,35,Female,22329,5.1,1,70.7,No
CUST_003909,30,Male,20000,6.1,4,100.0,No
CUST_003910,27,Female,26429,3.4,2,21.3,Yes
CUST_003911,47,Male,20000,1.7,1,85.0,Yes
CUST_003912,27,Female,29110,6.5,7,21.3,No
CUST_003913,43,Female,36140,2.7,1,43.9,No
CUST_003914,39,Male,21954,4.1,4,89.1,Yes
CUST_003915,29,Male,22293,6.5,7,100.0,No
CUST_003916,36,Male,36834,5.5,4,74.6,No
CUST_003917,33,Female,32962,10.7,5,100.0,No
CUST_003918,29,Female,34660,7.0,4,76.3,No
CUST_003919,27,Female,31509,5.5,3,75.3,No
CUST_003920,41,Female,25784,9.1,4,18.7,Yes
CUST_003921,30,Female,21863,4.7,2,67.0,Yes
CUST_003922,29,Female,26933,7.1,6,100.0,No
CUST_003923,29,Female,45102,2.7,4,51.2,No
CUST_003924,35,Female,26394,5.5,2,100.0,No
CUST_003925,48,Male,49915,4.1,2,100.0,No
CUST_003926,29,Male,20000,7.8,3,61.4,No
CUST_003927,34,Female,26903,11.9,5,100.0,No
CUST_003928,49,Female,27317,3.0,2,55.3,Yes
CUST_003929,32,Female,20000,7.9,2,17.5,Yes
CUST_003930,27,Female,20000,2.5,4,72.5,Yes
CUST_003931,33,Male,28573,5.8,4,100.0,No
CUST_003932,40,Male,25562,11.9,4,100.0,Yes
CUST_003933,29,Male,32376,2.0,1,41.3,No
CUST_003934,34,Female,20000,3.5,3,58.4,No
CUST_003935,44,Male,42861,8.4,6,74.6,No
CUST_003936,39,Female,41133,10.2,5,100.0,No
CUST_003937,20,Female,20000,1.7,4,100.0,Yes
CUST_003938,45,Female,51213,2.9,2,40.7,No
CUST_003939,27,Male,52299,6.9,6,49.1,No
CUST_003940,28,Female,20000,5.9,5,21.5,Yes
CUST_003941,36,Female,24639,3.8,5,57.9,Yes
CUST_003942,40,Male,26753,3.5,4,45.7,Yes
CUST_003943,59,Female,20000,5.7,1,100.0,Yes
CUST_003944,25,Female,20000,2.6,2,54.1,Yes
CUST_003945,38,Female,48002,5.7,4,69.6,No
CUST_003946,43,Female,20000,4.7,3,100.0,No
CUST_003947,32,Male,56057,2.8,4,100.0,No
CUST_003948,52,Female,32309,3.1,3,98.3,No
CUST_003949,58,Female,20000,4.6,4,62.5,Yes
CUST_003950,38,Female,24331,6.0,2,43.1,No
CUST_003951,23,Male,20000,2.1,2,74.8,Yes
CUST_003952,23,Female,25375,1.6,2,93.5,No
CUST_003953,37,Male,21408,3.9,2,99.3,No
CUST_003954,39,Female,20000,4.4,6,86.7,No
CUST_003955,49,Female,20000,1.8,2,35.2,Yes
CUST_003956,35,Male,22210,6.1,2,72.3,Yes
CUST_003957,33,Female,25137,4.1,3,56.7,Yes
CUST_003958,37,Female,20000,1.8,1,71.0,Yes
CUST_003959,35,Female,39709,10.0,3,44.9,No
CUST_003960,30,Female,25310,5.3,4,57.8,Yes
CUST_003961,56,Female,20000,7.3,4,68.9,No
CUST_003962,37,Male,22470,7.3,2,69.3,No
CUST_003963,23,Male,31128,3.7,5,42.8,Yes
CUST_003964,34,Female,45435,6.4,4,100.0,No
CUST_003965,46,Female,56494,2.3,5,75.8,No
CUST_003966,39,Male,59058,7.1,3,93.1,No
CUST_003967,28,Female,20000,0.8,2,21.9,Yes
CUST_003968,56,Female,20000,6.4,4,31.7,Yes
CUST_003969,42,Male,20000,3.3,1,69.9,Yes
CUST_003970,25,Male,36105,2.0,3,99.0,No
CUST_003971,23,Male,20000,2.0,1,56.1,Yes
CUST_003972,29,Male,40999,6.0,4,22.6,No
CUST_003973,20,Male,20000,0.4,1,37.6,Yes
CUST_003974,53,Female,20000,3.3,3,98.8,No
CUST_003975,33,Male,20000,9.8,8,100.0,Yes
CUST_003976,24,Female,38458,2.7,6,10.5,No
CUST_003977,34,Female,32519,5.0,2,91.7,No
CUST_003978,23,Female,20000,1.9,3,24.2,Yes
CUST_003979,46,Male,20238,4.1,5,100.0,No
CUST_003980,41,Female,39500,2.4,2,18.9,No
CUST_003981,42,Male,43048,6.2,1,100.0,No
CUST_003982,35,Male,28441,4.2,5,67.7,No
CUST_003983,39,Female,26279,10.4,1,29.4,No
CUST_003984,32,Male,20000,3.1,3,69.6,Yes
CUST_003985,43,Male,42502,3.5,4,81.9,No
CUST_003986,43,Male,20000,2.0,1,77.4,Yes
CUST_003987,36,Female,20000,13.0,3,55.4,No
CUST_003988,50,Male,29323,6.2,2,52.8,No
CUST_003989,46,Male,20471,3.7,1,57.3,Yes
CUST_003990,25,Female,30045,1.5,2,55.6,Yes
CUST_003991,25,Female,26661,0.4,3,95.3,Yes
CUST_003992,23,Female,48113,3.2,3,100.0,No
CUST_003993,27,Male,26155,6.3,4,100.0,No
CUST_003994,39,Female,40785,9.2,5,82.3,No
CUST_003995,60,Female,20000,2.2,2,65.4,Yes
CUST_003996,35,Male,33010,3.9,3,36.6,Yes
CUST_003997,37,Female,20524,2.9,1,43.5,Yes
CUST_003998,41,Male,20000,7.3,3,100.0,No
CUST_003999,39,Female,20000,4.0,1,57.0,Yes
CUST_004000,28,Female,46675,4.1,2,88.0,No
CUST_004001,30,Female,21950,3.0,2,94.5,No
CUST_004002,40,Male,20000,7.3,3,65.7,No
CUST_004003,31,Male,31225,5.4,3,67.9,No
CUST_004004,31,Male,20000,2.9,1,94.3,No
CUST_004005,31,Male,20000,1.2,1,42.4,Yes
CUST_004006,42,Female,105283,11.4,8,100.0,No
CUST_004007,26,Female,20000,5.8,3,34.7,Yes
CUST_004008,30,Female,55969,4.2,6,89.7,No
CUST_004009,57,Male,20000,5.4,6,47.5,Yes
CUST_004010,43,Male,34037,3.8,6,76.2,No
CUST_004011,26,Female,20098,3.9,2,45.6,Yes
CUST_004012,37,Male,34059,4.8,2,86.0,No
CUST_004013,27,Male,20000,4.4,4,40.2,Yes
CUST_004014,59,Female,20000,3.0,4,69.3,Yes
CUST_004015,25,Male,30704,1.4,7,87.5,No
CUST_004016,26,Female,20000,2.5,4,93.0,Yes
CUST_004017,41,Male,20000,6.9,1,29.0,Yes
CUST_004018,29,Female,20849,8.3,1,76.2,No
CUST_004019,49,Female,20000,8.0,3,30.4,No
CUST_004020,38,Female,20000,7.6,6,100.0,No
CUST_004021,48,Male,21162,6.9,2,43.7,Yes
CUST_004022,25,Male,20000,2.3,1,36.3,Yes
CUST_004023,25,Female,20000,1.8,1,73.7,Yes
CUST_004024,36,Male,45630,5.3,7,35.8,No
CUST_004025,43,Male,40161,2.6,1,77.6,No
CUST_004026,21,Male,62209,1.6,3,70.7,No
CUST_004027,42,Female,33213,7.9,2,100.0,No
CUST_004028,39,Female,46027,2.2,3,61.7,No
CUST_004029,41,Male,20000,1.8,3,100.0,Yes
CUST_004030,29,Female,20000,4.6,8,92.6,Yes
CUST_004031,50,Female,32492,3.2,6,100.0,No
CUST_004032,23,Female,20000,1.1,2,20.3,Yes
CUST_004033,37,Female,30962,4.9,1,98.4,No
CUST_004034,42,Female,20000,4.0,2,88.2,Yes
CUST_004035,26,Male,20000,0.7,1,65.8,Yes
CUST_004036,21,Female,33001,1.0,2,84.5,No
CUST_004037,54,Female,20000,10.7,7,100.0,Yes
CUST_004038,44,Female,25812,7.2,2,100.0,No
CUST_004039,42,Male,30861,6.1,6,10.6,Yes
CUST_004040,33,Male,20000,6.9,4,100.0,Yes
CUST_004041,37,Male,24012,10.5,6,44.3,No
CUST_004042,35,Female,24137,3.6,1,59.2,Yes
CUST_004043,45,Female,39675,10.1,1,68.8,No
CUST_004044,35,Male,21111,10.1,2,47.9,Yes
CUST_004045,26,Male,20000,1.9,5,43.0,Yes
CUST_004046,25,Male,20000,1.8,1,54.0,Yes
CUST_004047,49,Female,22016,5.2,4,60.1,Yes
CUST_004048,23,Female,20000,3.2,2,88.8,Yes
CUST_004049,42,Female,27120,6.9,3,83.4,No
CUST_004050,29,Male,23406,3.5,1,58.6,Yes
CUST_004051,20,Female,20734,0.8,2,40.6,Yes
CUST_004052,42,Female,20000,4.6,3,80.6,Yes
CUST_004053,40,Female,25853,9.6,4,99.0,No
CUST_004054,33,Female,43204,8.6,1,61.3,No
CUST_004055,29,Female,25266,4.2,1,58.1,No
CUST_004056,53,Female,46313,2.9,2,100.0,No
CUST_004057,35,Male,24422,11.3,4,100.0,No
CUST_004058,31,Female,20000,6.9,1,85.1,Yes
CUST_004059,24,Female,31834,2.3,2,96.6,No
CUST_004060,25,Female,20000,2.4,2,52.9,Yes
CUST_004061,42,Female,20000,6.0,6,100.0,Yes
CUST_004062,31,Male,20729,6.8,5,14.5,Yes
CUST_004063,18,Female,26864,0.1,2,50.5,Yes
CUST_004064,28,Male,40826,2.7,4,78.3,No
CUST_004065,45,Female,38676,1.1,2,100.0,No
CUST_004066,41,Male,35504,4.3,4,100.0,No
CUST_004067,29,Female,33598,8.6,3,64.6,No
CUST_004068,58,Female,46576,4.5,4,83.2,No
CUST_004069,24,Male,20000,0.4,1,87.9,Yes
CUST_004070,23,Female,61687,2.9,4,62.0,No
CUST_004071,23,Female,35677,3.2,1,25.6,No
CUST_004072,27,Male,20000,2.1,3,76.2,Yes
CUST_004073,41,Female,29437,8.3,5,100.0,No
CUST_004074,29,Female,20000,5.3,3,71.1,Yes
CUST_004075,32,Female,20000,2.5,5,88.3,Yes
CUST_004076,21,Male,20000,0.6,4,80.2,Yes
CUST_004077,49,Male,21199,8.3,5,93.0,Yes
CUST_004078,46,Female,38393,4.7,3,84.6,No
CUST_004079,32,Female,23669,10.1,5,59.1,No
CUST_004080,31,Female,20000,4.6,3,28.9,Yes
CUST_004081,34,Female,20000,10.1,2,50.4,No
CUST_004082,37,Male,20000,4.7,4,39.2,Yes
CUST_004083,35,Female,35905,8.6,3,47.0,No
CUST_004084,37,Female,21064,5.4,4,100.0,No
CUST_004085,32,Male,32765,6.8,4,100.0,No
CUST_004086,25,Male,100583,1.0,6,100.0,No
CUST_004087,37,Male,20000,4.7,3,56.4,Yes
CUST_004088,30,Male,25938,4.8,3,77.0,No
CUST_004089,35,Male,47590,4.3,4,69.1,No
CUST_004090,23,Female,20000,2.1,5,100.0,Yes
CUST_004091,31,Female,20000,9.0,5,100.0,No
CUST_004092,27,Female,27853,0.2,3,42.3,Yes
CUST_004093,41,Female,87186,2.3,5,87.0,No
CUST_004094,36,Male,32094,7.9,4,100.0,No
CUST_004095,28,Female,20000,2.5,1,71.3,Yes
CUST_004096,29,Female,20000,3.5,1,78.9,Yes
CUST_004097,38,Female,20000,7.2,4,98.0,Yes
CUST_004098,38,Female,20000,7.4,1,79.8,No
CUST_004099,34,Male,21153,7.1,3,87.5,Yes
CUST_004100,39,Male,24098,2.4,6,100.0,No
CUST_004101,47,Female,26371,6.2,6,100.0,No
CUST_004102,27,Female,20000,6.6,4,94.3,No
CUST_004103,22,Male,24083,1.8,2,67.3,Yes
CUST_004104,40,Male,20000,2.7,6,100.0,No
CUST_004105,29,Female,20000,3.4,4,68.4,Yes
CUST_004106,40,Male,20000,1.5,4,100.0,Yes
CUST_004107,42,Male,43943,10.4,3,100.0,No
CUST_004108,37,Male,20000,13.6,3,100.0,No
CUST_004109,28,Male,42302,4.2,3,18.3,Yes
CUST_004110,19,Male,20986,0.3,2,48.3,Yes
CUST_004111,24,Female,25541,4.3,3,24.8,Yes
CUST_004112,25,Male,21814,2.9,1,46.3,Yes
CUST_004113,38,Male,20000,9.0,2,54.3,No
CUST_004114,50,Male,32381,5.0,4,93.9,No
CUST_004115,26,Male,20000,6.0,4,100.0,No
CUST_004116,36,Female,27366,4.5,3,80.1,No
CUST_004117,31,Female,30088,5.2,2,66.6,No
CUST_004118,27,Female,55441,3.5,5,100.0,No
CUST_004119,42,Male,31218,8.4,2,100.0,No
CUST_004120,46,Female,41222,7.5,1,30.8,No
CUST_004121,36,Female,32484,2.6,3,100.0,No
CUST_004122,41,Female,21848,6.7,3,59.5,Yes
CUST_004123,36,Male,32788,6.8,5,100.0,No
CUST_004124,33,Male,21320,6.5,3,7.9,Yes
CUST_004125,48,Male,21142,10.5,4,54.3,Yes
CUST_004126,25,Male,20000,1.0,3,63.5,Yes
CUST_004127,25,Female,29000,1.5,2,55.3,Yes
CUST_004128,19,Male,20000,0.6,2,74.4,Yes
CUST_004129,38,Female,32571,8.9,1,34.0,No
CUST_004130,41,Female,24506,10.9,3,51.7,No
CUST_004131,34,Male,20000,1.1,1,31.4,Yes
CUST_004132,37,Male,20000,8.9,1,23.4,No
CUST_004133,27,Male,40942,6.2,7,18.0,No
CUST_004134,30,Female,20000,5.9,2,84.4,Yes
CUST_004135,31,Female,49179,6.1,6,100.0,No
CUST_004136,25,Female,20000,2.7,2,35.5,Yes
CUST_004137,25,Female,44468,2.1,3,54.1,No
CUST_004138,36,Female,24348,7.9,6,37.7,No
CUST_004139,26,Female,32517,5.6,2,95.3,No
CUST_004140,39,Female,20000,4.9,3,100.0,No
CUST_004141,48,Male,20000,3.1,2,21.8,Yes
CUST_004142,31,Male,25309,8.6,4,46.1,Yes
CUST_004143,34,Male,20000,12.7,3,90.5,Yes
CUST_004144,22,Male,39383,0.1,1,42.9,No
CUST_004145,24,Female,24837,4.4,3,74.1,Yes
CUST_004146,23,Male,20000,1.9,4,34.5,Yes
CUST_004147,36,Female,20000,6.7,4,17.1,Yes
CUST_004148,41,Female,21164,10.6,4,3.1,Yes
CUST_004149,26,Female,20000,5.4,1,46.4,Yes
CUST_004150,45,Female,32448,5.9,2,58.7,No
CUST_004151,48,Male,25012,7.4,7,100.0,No
CUST_004152,32,Female,40295,4.8,2,100.0,No
CUST_004153,36,Male,32028,10.8,1,68.1,No
CUST_004154,33,Male,20000,3.0,1,25.4,Yes
CUST_004155,35,Female,20000,12.1,8,55.9,No
CUST_004156,20,Female,20000,0.9,3,72.5,Yes
CUST_004157,32,Male,20000,4.5,3,74.6,No
CUST_004158,19,Female,20000,0.1,1,73.2,Yes
CUST_004159,44,Female,40201,4.9,2,23.2,Yes
CUST_004160,44,Male,47915,4.9,2,59.6,No
CUST_004161,31,Male,20000,8.4,3,100.0,Yes
CUST_004162,50,Male,20000,2.8,3,100.0,Yes
CUST_004163,55,Female,36446,10.9,1,100.0,No
CUST_004164,30,Female,20000,4.4,3,87.7,Yes
CUST_004165,42,Female,46647,8.5,8,100.0,No
CUST_004166,49,Female,20000,12.8,6,100.0,No
CUST_004167,28,Female,20000,5.0,1,42.6,Yes
CUST_004168,23,Female,20000,1.6,2,98.7,Yes
CUST_004169,36,Male,20000,6.0,5,100.0,Yes
CUST_004170,36,Male,25132,1.0,1,48.4,Yes
CUST_004171,36,Male,20000,2.9,1,76.5,Yes
CUST_004172,29,Male,29092,7.4,1,33.1,Yes
CUST_004173,30,Female,27216,9.2,2,94.1,No
CUST_004174,21,Female,23589,1.0,3,74.5,Yes
CUST_004175,34,Male,25200,7.0,2,44.3,No
CUST_004176,51,Male,26643,4.8,4,80.2,No
CUST_004177,40,Female,20000,6.1,4,27.4,Yes
CUST_004178,22,Female,24618,1.6,1,60.7,Yes
CUST_004179,27,Male,30807,5.5,2,89.5,No
CUST_004180,29,Female,25963,1.9,1,39.0,Yes
CUST_004181,45,Female,22902,3.4,2,53.2,Yes
CUST_004182,56,Female,37282,1.7,2,15.2,No
CUST_004183,24,Male,23305,3.9,1,40.0,Yes
CUST_004184,39,Female,34242,2.4,3,100.0,No
CUST_004185,41,Male,23401,4.6,5,79.7,Yes
CUST_004186,20,Female,20000,1.0,3,76.9,Yes
CUST_004187,27,Female,20000,2.4,3,60.9,Yes
CUST_004188,49,Male,20000,8.0,3,90.3,Yes
CUST_004189,19,Female,20000,0.2,2,89.7,Yes
CUST_004190,24,Female,21620,0.5,3,83.4,Yes
CUST_004191,56,Female,45530,1.4,3,74.7,No
CUST_004192,37,Male,32881,3.9,2,51.9,No
CUST_004193,27,Female,23717,6.6,2,95.1,Yes
CUST_004194,29,Female,40701,3.6,3,80.3,No
CUST_004195,40,Male,24809,4.3,2,93.7,Yes
CUST_004196,48,Female,28759,12.1,6,92.5,Yes
CUST_004197,47,Female,21320,9.2,4,72.5,No
CUST_004198,23,Male,20000,2.4,2,17.3,Yes
CUST_004199,33,Female,29972,1.0,2,75.3,Yes
CUST_004200,28,Female,20000,6.9,3,91.3,No
CUST_004201,26,Male,20000,2.4,1,54.1,Yes
CUST_004202,33,Male,24793,13.1,1,100.0,No
CUST_004203,40,Female,20000,1.9,1,15.9,Yes
CUST_004204,25,Female,21112,2.8,1,70.2,Yes
CUST_004205,26,Male,22762,3.1,2,100.0,Yes
CUST_004206,32,Female,20000,5.5,4,100.0,No
CUST_004207,49,Female,26944,11.2,3,24.1,No
CUST_004208,36,Female,23841,8.0,2,59.5,Yes
CUST_004209,25,Male,20000,2.2,1,50.4,Yes
CUST_004210,48,Female,34159,3.4,3,71.0,No
CUST_004211,32,Male,20000,8.6,5,100.0,Yes
CUST_004212,34,Male,58596,11.8,4,69.0,No
CUST_004213,36,Female,30494,4.0,3,34.9,Yes
CUST_004214,27,Female,35600,0.7,4,21.5,No
CUST_004215,25,Male,29130,2.7,2,59.7,Yes
CUST_004216,19,Female,20000,0.6,2,98.7,Yes
CUST_004217,19,Female,20000,0.4,2,67.5,Yes
CUST_004218,41,Male,24150,3.1,3,89.3,No
CUST_004219,31,Female,33792,3.8,3,14.7,Yes
CUST_004220,18,Female,20000,0.1,1,72.7,Yes
CUST_004221,56,Female,30020,4.9,2,74.8,No
CUST_004222,41,Female,20000,7.9,1,67.1,No
CUST_004223,30,Female,20000,5.1,4,32.5,Yes
CUST_004224,54,Male,20000,6.4,1,55.0,Yes
CUST_004225,40,Male,56133,2.0,7,100.0,No
CUST_004226,32,Female,20000,5.8,2,52.2,Yes
CUST_004227,21,Female,24464,0.8,1,72.2,Yes
CUST_004228,32,Female,49863,3.9,5,100.0,No
CUST_004229,33,Female,37506,7.5,4,57.0,No
CUST_004230,28,Female,46190,7.9,5,46.6,No
CUST_004231,35,Female,53303,10.5,8,39.6,No
CUST_004232,44,Male,25825,4.5,3,78.9,No
CUST_004233,32,Female,28491,2.7,1,87.8,Yes
CUST_004234,21,Female,22096,1.2,2,18.8,Yes
CUST_004235,25,Female,26611,3.1,5,66.5,Yes
CUST_004236,57,Female,34541,11.1,7,100.0,No
CUST_004237,21,Male,47305,1.4,1,89.5,No
CUST_004238,35,Female,26760,8.4,4,53.7,No
CUST_004239,31,Male,20000,6.7,3,100.0,No
CUST_004240,40,Female,32637,11.6,5,48.2,No
CUST_004241,33,Male,32694,0.3,1,35.4,Yes
CUST_004242,31,Male,20000,0.8,1,10.4,Yes
CUST_004243,46,Female,20000,5.9,3,38.6,Yes
CUST_004244,40,Female,38977,0.9,4,83.6,No
CUST_004245,33,Male,20000,8.7,5,100.0,Yes
CUST_004246,35,Female,20000,4.5,3,60.7,Yes
CUST_004247,51,Male,21160,2.5,1,66.4,Yes
CUST_004248,34,Female,25894,3.0,3,44.9,Yes
CUST_004249,47,Female,44739,10.9,5,76.5,No
CUST_004250,48,Female,36309,5.6,4,95.4,No
CUST_004251,26,Male,20000,2.9,4,100.0,Yes
CUST_004252,25,Female,40853,1.4,2,89.1,No
CUST_004253,38,Female,36741,4.8,1,30.8,No
CUST_004254,49,Female,43052,5.4,5,37.4,No
CUST_004255,28,Female,34883,2.9,2,100.0,Yes
CUST_004256,39,Female,20000,1.7,2,81.6,Yes
CUST_004257,40,Female,20000,6.9,3,100.0,Yes
CUST_004258,19,Male,20000,0.1,2,45.0,Yes
CUST_004259,41,Male,40121,11.5,5,100.0,No
CUST_004260,28,Female,20000,3.5,3,82.3,Yes
CUST_004261,34,Female,20000,4.0,1,61.5,Yes
CUST_004262,21,Female,20000,0.5,1,40.1,Yes
CUST_004263,28,Male,20000,6.7,4,6.8,Yes
CUST_004264,33,Female,20000,11.3,2,100.0,No
CUST_004265,36,Female,24847,7.8,3,100.0,No
CUST_004266,30,Female,20000,5.1,3,100.0,Yes
CUST_004267,32,Male,31281,2.2,2,70.6,No
CUST_004268,40,Male,24781,5.6,3,8.4,Yes
CUST_004269,36,Female,20000,3.9,1,71.3,Yes
CUST_004270,24,Female,20513,0.8,3,56.2,Yes
CUST_004271,23,Female,21986,2.6,2,93.5,No
CUST_004272,45,Female,66039,2.0,4,57.5,No
CUST_004273,41,Female,27594,4.2,2,81.8,No
CUST_004274,38,Male,20000,3.9,3,96.0,No
CUST_004275,34,Female,25694,3.6,6,100.0,No
CUST_004276,29,Male,23793,4.3,2,77.6,Yes
CUST_004277,27,Female,28911,3.4,1,33.3,Yes
CUST_004278,40,Male,90561,5.5,6,100.0,No
CUST_004279,26,Female,20000,5.5,3,15.7,Yes
CUST_004280,36,Female,20000,5.2,4,100.0,No
CUST_004281,40,Male,30633,6.6,1,72.2,No
CUST_004282,24,Female,51580,2.2,1,17.3,No
CUST_004283,31,Female,31115,2.5,5,80.3,Yes
CUST_004284,40,Male,20414,9.4,4,100.0,Yes
CUST_004285,33,Female,37122,5.1,2,73.0,No
CUST_004286,20,Female,48609,1.1,1,37.9,No
CUST_004287,51,Male,20000,4.1,2,100.0,Yes
CUST_004288,34,Male,20000,8.4,3,100.0,No
CUST_004289,26,Male,21744,1.8,4,91.2,Yes
CUST_004290,51,Female,30983,9.6,6,100.0,No
CUST_004291,23,Male,40923,0.7,2,33.4,Yes
CUST_004292,40,Male,20000,2.7,2,82.6,Yes
CUST_004293,36,Male,28544,13.0,3,100.0,No
CUST_004294,28,Male,47016,6.0,1,44.0,No
CUST_004295,23,Female,22912,1.6,3,48.0,Yes
CUST_004296,46,Female,20969,5.9,4,100.0,No
CUST_004297,31,Male,29585,6.9,5,76.0,No
CUST_004298,44,Male,21286,6.4,2,38.0,Yes
CUST_004299,20,Female,23469,1.4,3,33.2,Yes
CUST_004300,46,Male,23276,3.7,3,97.8,Yes
CUST_004301,47,Male,23976,5.4,4,46.3,Yes
CUST_004302,39,Male,20000,7.5,2,63.1,No
CUST_004303,28,Male,20000,3.8,1,27.7,Yes
CUST_004304,31,Male,36568,3.8,3,37.7,No
CUST_004305,36,Male,25674,5.8,3,42.4,Yes
CUST_004306,33,Male,42892,6.1,4,80.4,No
CUST_004307,29,Female,20000,7.7,7,60.6,Yes
CUST_004308,47,Female,20000,4.1,6,50.2,Yes
CUST_004309,26,Female,20000,5.5,1,100.0,No
CUST_004310,48,Female,22891,9.8,4,100.0,Yes
CUST_004311,29,Female,20000,6.4,3,42.5,Yes
CUST_004312,36,Male,20000,3.0,3,100.0,Yes
CUST_004313,45,Male,35450,5.8,5,100.0,No
CUST_004314,26,Female,20000,3.6,1,50.9,Yes
CUST_004315,27,Male,28208,4.7,3,71.1,No
CUST_004316,31,Female,20000,6.9,2,74.9,Yes
CUST_004317,35,Female,20000,8.3,2,64.2,Yes
CUST_004318,55,Male,31062,3.2,4,9.5,Yes
